Age,Referrals,Tenure_Months,Add-on Service,Monthly Charge,Churn Score
64,0,13,8,73.35,65
23,2,68,6,64.1,48
57,0,2,1,20.05,80
63,0,38,3,69.5,35
57,0,19,4,78.7,20
62,0,12,8,60.65,24
30,0,72,1,21.15,45
38,1,24,10,84.8,59
30,4,72,9,103.2,71
32,1,11,3,29.6,59
44,0,66,9,105.65,38
